"zipcode" "percentile" "superzip" "rank" "city" "state" "adultpop" "households" "college" "income."
"92003" 71.50617 0 4267 "Bonsall" "CA" 2795 1113 "29.34%" 78.9424
"24412" 71.50538 0 NA "Bacova" "VA" 65 33 "30.77%" 76.4579
"13039" 71.50276 0 4268 "Cicero" "NY" 9467 3968 "27.36%" 82.3212
"3290" 71.49951 0 4269 "Nottingham" "NH" 2400 1037 "25.17%" 86.09
"94599" 71.49817 0 4270 "Yountville" "CA" 2479 582 "30.46%" 76.9705
"63108" 71.49358 0 4271 "Saint Louis" "MO" 14211 3210 "43.04%" 55.2657
"32931" 71.4863 0 4272 "Cocoa Beach" "FL" 12319 4125 "34.95%" 69.2191
"89117" 71.47294 0 4273 "Las Vegas" "NV" 36376 13822 "28.75%" 79.893
"92831" 71.45709 0 4274 "Fullerton" "CA" 21347 7684 "34.49%" 69.9997
"98133" 71.44273 0 4275 "Seattle" "WA" 30989 10028 "34.03%" 70.732
"57006" 71.43142 0 4276 "Brookings" "SD" 10204 4214 "37.57%" 64.6268
"44060" 71.41674 0 4277 "Mentor" "OH" 43267 17940 "26.67%" 83.41
"49234" 71.40438 0 4278 "Clarklake" "MI" 1778 749 "28.07%" 81.003
"21236" 71.39681 0 4279 "Nottingham" "MD" 25788 10198 "27.87%" 81.3353
"66006" 71.38875 0 4280 "Baldwin City" "KS" 3569 1568 "28.94%" 79.4733
"47203" 71.38341 0 4281 "Columbus" "IN" 15929 6797 "30.01%" 77.6152
"20111" 71.37486 0 4282 "Manassas" "VA" 15207 6229 "24.28%" 87.488
"19128" 71.3635 0 4283 "Philadelphia" "PA" 26156 8765 "32.40%" 73.466
"54915" 71.3498 0 4284 "Appleton" "WI" 23760 10099 "28.18%" 80.7377
"4677" 71.34322 0 NA "Sorrento" "ME" 229 88 "39.30%" 61.5657
"46130" 71.34282 0 4285 "Fountaintown" "IN" 1198 490 "19.12%" 96.349
"59730" 71.34216 0 4286 "Gallatin Gateway" "MT" 1197 450 "35.67%" 67.7964
"49103" 71.33971 0 4287 "Berrien Springs" "MI" 7776 3197 "39.52%" 61.1433
"27006" 71.33551 0 4288 "Advance" "NC" 7481 3264 "29.85%" 77.802
"7730" 71.32996 0 4289 "Hazlet" "NJ" 12726 5073 "20.53%" 93.8529
"36608" 71.3203 0 4290 "Mobile" "AL" 22453 9345 "37.49%" 64.6281
"40347" 71.31367 0 4291 "Midway" "KY" 1706 689 "30.66%" 76.3808
"2169" 71.30249 0 4292 "Quincy" "MA" 39027 12259 "30.74%" 76.2343
"96743" 71.29025 0 4293 "Kamuela" "HI" 5564 2145 "30.27%" 77.0411
"16506" 71.28447 0 4294 "Erie" "PA" 15530 6377 "31.84%" 74.3331
"94080" 71.26913 0 4295 "South San Francisco" "CA" 40354 14826 "24.61%" 86.771
"27506" 71.25794 0 NA "Buies Creek" "NC" 396 101 "51.01%" 41.2717
"93035" 71.25317 0 4296 "Oxnard" "CA" 17025 6199 "28.06%" 80.8109
"54173" 71.24787 0 4297 "Suamico" "WI" 2246 986 "22.08%" 91.1057
"13159" 71.24631 0 4298 "Tully" "NY" 3461 1473 "31.70%" 74.5384
"60447" 71.24415 0 4299 "Minooka" "IL" 4361 1956 "22.15%" 90.9867
"65279" 71.2427 0 4300 "Rocheport" "MO" 978 421 "34.87%" 69.0582
"98122" 71.23674 0 4301 "Seattle" "WA" 20683 4315 "41.57%" 57.5134
"53523" 71.23019 0 4302 "Cambridge" "WI" 3204 1285 "28.59%" 79.8721
"14174" 71.22826 0 4303 "Youngstown" "NY" 3837 1646 "27.91%" 81.0332
"46385" 71.22131 0 4304 "Valparaiso" "IN" 21478 9457 "24.42%" 87.058
"95688" 71.20979 0 4305 "Vacaville" "CA" 20507 8833 "23.93%" 87.872
"6247" 71.20372 0 4306 "Hampton" "CT" 1598 658 "27.47%" 81.72
"82190" 71.20327 0 NA "Yellowstone National Park" "WY" 40 10 "30%" 77.3667
"6254" 71.2029 0 4307 "North Franklin" "CT" 1282 522 "22.93%" 89.5418
"55104" 71.19519 0 4308 "Saint Paul" "MN" 26823 9470 "36.83%" 65.5957
"2191" 71.18608 0 4309 "North Weymouth" "MA" 6367 2391 "24.05%" 87.6144
"43015" 71.17799 0 4310 "Delaware" "OH" 23081 9794 "28.67%" 79.6446
"4616" 71.17149 0 4311 "Brooklin" "ME" 630 248 "39.52%" 60.9223
"60645" 71.16335 0 4312 "Chicago" "IL" 29021 10334 "37.84%" 63.8265
"2790" 71.15253 0 4313 "Westport" "MA" 10442 4232 "25.59%" 84.9155
"82932" 71.14954 0 NA "Farson" "WY" 429 183 "32.17%" 73.552
"23314" 71.14859 0 4314 "Carrollton" "VA" 3051 1365 "25.50%" 85.0319
"3466" 71.14752 0 4315 "West Chesterfield" "NH" 807 351 "27.76%" 81.1418
"50311" 71.14433 0 4316 "Des Moines" "IA" 10854 3972 "36.47%" 66.1331
"80442" 71.14107 0 4317 "Fraser" "CO" 1023 334 "40.47%" 59.2264
"12569" 71.13918 0 4318 "Pleasant Valley" "NY" 5818 2426 "27.07%" 82.3081
"55379" 71.13359 0 4319 "Shakopee" "MN" 14569 6070 "24.64%" 86.4938
"60452" 71.12466 0 4320 "Oak Forest" "IL" 17987 7250 "22.38%" 90.3826
"77071" 71.11546 0 4321 "Houston" "TX" 15557 6489 "36.01%" 66.8902
"3865" 71.10975 0 4322 "Plaistow" "NH" 5208 2157 "24.10%" 87.4156
"3457" 71.10824 0 NA "Nelson" "NH" 273 111 "34.43%" 69.5564
"12427" 71.10809 0 NA "Elka Park" "NY" 288 102 "30.21%" 76.821
"35473" 71.10567 0 4323 "Northport" "AL" 8517 3777 "32.36%" 73.1131
"1038" 71.10281 0 4324 "Hatfield" "MA" 1917 727 "29.68%" 77.7132
"1431" 71.10177 0 4325 "Ashby" "MA" 1869 780 "25.52%" 84.8632
"1026" 71.10106 0 4326 "Cummington" "MA" 715 285 "38.46%" 62.5568
"1516" 71.09961 0 4327 "Douglas" "MA" 4542 1955 "23.93%" 87.592
"71218" 71.09834 0 NA "Archibald" "LA" 59 23 "37.29%" 64.5627
"91719" 71.09828 0 NA "Corona" "CA" 179 49 "10.61%" 110.524
"52227" 71.09793 0 4328 "Ely" "IA" 1104 498 "25.27%" 85.2659
"4079" 71.09678 0 4329 "Harpswell" "ME" 3090 1213 "40.97%" 58.2104
"11411" 71.09199 0 4330 "Cambria Heights" "NY" 14366 5479 "24.57%" 86.4663
"49508" 71.08124 0 4331 "Grand Rapids" "MI" 24799 10413 "30.07%" 76.975
"78704" 71.06647 0 4332 "Austin" "TX" 28978 8585 "42.14%" 56.1718
"49087" 71.05757 0 4333 "Schoolcraft" "MI" 3479 1509 "25.87%" 84.1976
"5061" 71.05642 0 4334 "Randolph Center" "VT" 705 270 "30.07%" 76.9574
"21158" 71.05299 0 4335 "Westminster" "MD" 11761 4979 "25.85%" 84.2329
"98683" 71.04469 0 4336 "Vancouver" "WA" 18486 7723 "31.61%" 74.2952
"61772" 71.03954 0 NA "Shirley" "IL" 286 103 "22.38%" 90.1694
"11003" 71.03221 0 4337 "Elmont" "NY" 26413 9867 "21.30%" 92.0262
"80550" 71.02295 0 4338 "Windsor" "CO" 7301 3139 "29.67%" 77.6034
"74135" 71.0167 0 4339 "Tulsa" "OK" 15501 5505 "35.29%" 67.893
"43110" 71.00927 0 4340 "Canal Winchester" "OH" 11559 5210 "28.03%" 80.4108
"98516" 71.00352 0 4341 "Olympia" "WA" 9407 3986 "29.66%" 77.5995
"15655" 71.00083 0 NA "Laughlintown" "PA" 367 138 "30.25%" 76.5874
"85213" 70.99541 0 4342 "Mesa" "AZ" 19384 8281 "28.51%" 79.558
"68532" 70.99001 0 NA "Lincoln" "NE" 302 135 "20.53%" 93.3024
"95448" 70.98662 0 4343 "Healdsburg" "CA" 12059 4520 "31.23%" 74.8509
"34236" 70.98071 0 4344 "Sarasota" "FL" 9476 2572 "36.72%" 65.3
"84664" 70.97729 0 4345 "Mapleton" "UT" 2973 1389 "26.77%" 82.5252
"91506" 70.97282 0 4346 "Burbank" "CA" 13310 4392 "28.19%" 80.0813
"7718" 70.96804 0 4347 "Belford" "NJ" 4101 1755 "21.31%" 91.9151
"33919" 70.96111 0 4348 "Fort Myers" "FL" 21148 7937 "34.19%" 69.7264
"19127" 70.95428 0 4349 "Philadelphia" "PA" 3753 1010 "36.40%" 65.8834
"4347" 70.95277 0 4350 "Hallowell" "ME" 1757 610 "36.20%" 66.2207
"58362" 70.95225 0 NA "Penn" "ND" 116 39 "32.76%" 72.0997
"60513" 70.94855 0 4351 "Brookfield" "IL" 13339 5043 "25.99%" 83.7517
"31324" 70.94247 0 4352 "Richmond Hill" "GA" 8837 4125 "26.56%" 82.773
"95126" 70.93505 0 4353 "San Jose" "CA" 18168 5849 "34.95%" 68.3037
"20764" 70.92933 0 4354 "Shady Side" "MD" 2670 1144 "22.13%" 90.376
"85382" 70.92132 0 4355 "Peoria" "AZ" 26525 11103 "26.11%" 83.5072
"62294" 70.9119 0 4356 "Troy" "IL" 7789 3529 "26.59%" 82.6612
"60070" 70.90676 0 4357 "Prospect Heights" "IL" 10936 4237 "28.37%" 79.5883
"84325" 70.90358 0 4358 "Mendon" "UT" 643 318 "32.81%" 71.91
"22305" 70.90055 0 4359 "Alexandria" "VA" 10412 3414 "35.33%" 67.5715
"6403" 70.8967 0 4360 "Beacon Falls" "CT" 3600 1446 "27.14%" 81.67
"20336" 70.89514 0 4361 "Washington" "VA" 2092 1116 "37.67%" 63.5245
"68023" 70.89415 0 4362 "Fort Calhoun" "NE" 1525 655 "26.43%" 82.8822
"33625" 70.89002 0 4363 "Tampa" "FL" 13477 5596 "29.27%" 77.9656
"19090" 70.88259 0 4364 "Willow Grove" "PA" 13588 5191 "27.80%" 80.5076
"87505" 70.86627 0 4365 "Santa Fe" "NM" 45910 17368 "35.75%" 66.7686
"2360" 70.84416 0 4366 "Plymouth" "MA" 34627 13422 "26.49%" 82.7266
"5832" 70.83449 0 4367 "East Burke" "VT" 612 249 "38.07%" 62.7399
"76087" 70.83112 0 4368 "Weatherford" "TX" 11688 5196 "25.50%" 84.3702
"46214" 70.82382 0 4369 "Indianapolis" "IN" 14867 5339 "31.51%" 74.0153
"77375" 70.8139 0 4370 "Tomball" "TX" 21240 9223 "26.65%" 82.3918
"60042" 70.80657 0 4371 "Island Lake" "IL" 5482 2299 "23.37%" 88.0407
"23320" 70.79714 0 4372 "Chesapeake" "VA" 28890 11951 "31.05%" 74.7711
"33317" 70.78288 0 4373 "Fort Lauderdale" "FL" 23059 9258 "28.47%" 79.2196
"7439" 70.77609 0 4374 "Ogdensburg" "NJ" 1687 717 "20.45%" 93.0305
"80246" 70.7732 0 4375 "Denver" "CO" 8830 2509 "43.06%" 54.0705
"25442" 70.77043 0 4376 "Shenandoah Junction" "WV" 1265 518 "26.17%" 83.1777
"94401" 70.76385 0 4377 "San Mateo" "CA" 22735 6907 "27.79%" 80.3585
"49127" 70.75591 0 4378 "Stevensville" "MI" 6184 2707 "28.30%" 79.4798
"32766" 70.75297 0 4379 "Oviedo" "FL" 4536 2022 "28.55%" 79.0457
"12577" 70.75143 0 4380 "Salisbury Mills" "NY" 1060 466 "28.02%" 79.9322
"91324" 70.7466 0 4381 "Northridge" "CA" 16493 6230 "31.92%" 73.1968
"10308" 70.73705 0 4382 "Staten Island" "NY" 18333 7473 "21.15%" 91.7595
"14420" 70.72919 0 4383 "Brockport" "NY" 10333 4187 "30.94%" 74.8561
"53532" 70.72438 0 4384 "De Forest" "WI" 7179 3178 "25.63%" 83.9976
"51575" 70.72229 0 NA "Treynor" "IA" 424 170 "24.29%" 86.301
"6375" 70.72162 0 4385 "Quaker Hill" "CT" 2034 818 "24.53%" 85.871
"44070" 70.71459 0 4386 "North Olmsted" "OH" 23564 9474 "27.13%" 81.3902
"6091" 70.70802 0 NA "West Hartland" "CT" 419 167 "20.76%" 92.3492
"7010" 70.70313 0 4387 "Cliffside Park" "NJ" 17382 6014 "32.68%" 71.8068
"82833" 70.69827 0 NA "Big Horn" "WY" 312 132 "34.94%" 67.9219
"52302" 70.69307 0 4388 "Marion" "IA" 18645 7717 "28.72%" 78.639
"80917" 70.68264 0 4389 "Colorado Springs" "CO" 19374 8109 "31.85%" 73.2269
"16870" 70.67641 0 4390 "Port Matilda" "PA" 3295 1464 "30.08%" 76.2762
"19733" 70.6755 0 NA "Saint Georges" "DE" 43 6 "30.23%" 76.0042
"72703" 70.67134 0 4391 "Fayetteville" "AR" 15107 5985 "39.43%" 60.1509
"6515" 70.66454 0 4392 "New Haven" "CT" 9670 3806 "39.39%" 60.2228
"28784" 70.66186 0 NA "Tuxedo" "NC" 88 42 "34.09%" 69.302
"52003" 70.65942 0 4393 "Dubuque" "IA" 8813 3674 "32.66%" 71.7493
"74074" 70.6535 0 4394 "Stillwater" "OK" 12748 5347 "41.34%" 56.7838
"49690" 70.64873 0 4395 "Williamsburg" "MI" 4633 1949 "30.61%" 75.2759
"4556" 70.64725 0 4396 "Edgecomb" "ME" 767 318 "36.77%" 64.6529
"5358" 70.64701 0 NA "West Halifax" "VT" 113 39 "43.36%" 53.284
"48038" 70.6395 0 4397 "Clinton Township" "MI" 27238 10547 "22.41%" 89.3705
"3260" 70.63193 0 NA "North Sutton" "NH" 339 136 "31.27%" 74.0977
"48603" 70.62446 0 4398 "Saginaw" "MI" 26861 10506 "28.49%" 78.8744
"6249" 70.61583 0 4399 "Lebanon" "CT" 4592 1954 "26.31%" 82.637
"2764" 70.61383 0 4400 "North Dighton" "MA" 2700 1136 "26.52%" 82.2702
"1702" 70.60644 0 4401 "Framingham" "MA" 24263 7940 "35.30%" 67.134
"18059" 70.59957 0 4402 "Laurys Station" "PA" 754 320 "27.98%" 79.7348
"55406" 70.5929 0 4403 "Minneapolis" "MN" 23523 7704 "35.18%" 67.3087
"14624" 70.57935 0 4404 "Rochester" "NY" 25887 10607 "27.75%" 80.114
"2351" 70.56953 0 4405 "Abington" "MA" 9864 3768 "22.01%" 89.9968
"14085" 70.56583 0 4406 "Lake View" "NY" 3598 1551 "25.51%" 83.9518
"81427" 70.56464 0 4407 "Ouray" "CO" 718 280 "39.83%" 59.2512
"98383" 70.5612 0 4408 "Silverdale" "WA" 11828 5237 "30.08%" 76.0513
"79109" 70.54973 0 4409 "Amarillo" "TX" 29989 12578 "32.12%" 72.5299
"64079" 70.54001 0 4410 "Platte City" "MO" 5397 2381 "27.26%" 80.892
"1370" 70.53769 0 4411 "Shelburne Falls" "MA" 3080 1130 "33.83%" 69.5525
"2642" 70.53568 0 4412 "Eastham" "MA" 4201 1631 "35.28%" 67.0393
"49417" 70.52946 0 4413 "Grand Haven" "MI" 18491 7833 "28.20%" 79.2287
"85251" 70.51668 0 4414 "Scottsdale" "AZ" 28055 8345 "35.96%" 65.8481
"5827" 70.50893 0 NA "Craftsbury Common" "VT" 206 68 "40.78%" 57.534
"52039" 70.50867 0 4415 "Durango" "IA" 714 312 "30.53%" 75.18
"3268" 70.50829 0 4416 "Salisbury" "NH" 710 294 "26.48%" 82.1604
"43074" 70.50641 0 4417 "Sunbury" "OH" 6144 2684 "24.74%" 85.1247
"48821" 70.50358 0 4418 "Dimondale" "MI" 4167 1626 "23.18%" 87.8027
"1913" 70.49937 0 4419 "Amesbury" "MA" 11158 4269 "26.42%" 82.2153
"22643" 70.49628 0 NA "Markham" "VA" 73 35 "35.62%" 66.36
"74012" 70.48832 0 4420 "Broken Arrow" "OK" 28974 13354 "30.72%" 74.7999
"14841" 70.48019 0 4421 "Hector" "NY" 579 229 "31.43%" 73.552
"66611" 70.47806 0 4422 "Topeka" "KS" 7215 2676 "35.81%" 65.9932
"17407" 70.47575 0 4423 "York" "PA" 1190 500 "27.23%" 80.7913
"27103" 70.47009 0 4424 "Winston Salem" "NC" 19471 7227 "35.53%" 66.4679
"98407" 70.46079 0 4425 "Tacoma" "WA" 14381 5428 "31.54%" 73.321
"44839" 70.45449 0 4426 "Huron" "OH" 8585 3475 "27.08%" 80.9927
"46617" 70.45015 0 4427 "South Bend" "IN" 7209 2577 "37.86%" 62.42
"67209" 70.44589 0 4428 "Wichita" "KS" 8316 3606 "27.45%" 80.3363
"5345" 70.44328 0 4429 "Newfane" "VT" 1207 487 "35.87%" 65.81
"33635" 70.44061 0 4430 "Tampa" "FL" 8533 3325 "31.95%" 72.5521
"17081" 70.43823 0 NA "Plainfield" "PA" 92 22 "21.74%" 90.1315
"53589" 70.43468 0 4431 "Stoughton" "WI" 12846 5249 "27.40%" 80.366
"87109" 70.42382 0 4432 "Albuquerque" "NM" 26714 10665 "35.97%" 65.5892
"94133" 70.41038 0 4433 "San Francisco" "CA" 22293 5452 "39.92%" 58.7635
"42104" 70.40057 0 4434 "Bowling Green" "KY" 13444 5735 "33.70%" 69.4884
"6040" 70.38644 0 4435 "Manchester" "CT" 38030 14152 "29.42%" 76.8463
"61873" 70.37508 0 4436 "Saint Joseph" "IL" 3364 1503 "27.53%" 80.114
"1609" 70.37096 0 4437 "Worcester" "MA" 11661 3855 "35.94%" 65.6088
"50211" 70.36622 0 4438 "Norwalk" "IA" 5609 2551 "24.12%" 85.9472
"85085" 70.36457 0 NA "Phoenix" "AZ" 386 147 "36.79%" 64.1168
"67628" 70.36445 0 NA "Cedar" "KS" 68 33 "29.41%" 76.821
"48150" 70.35902 0 4439 "Livonia" "MI" 19667 7925 "23.76%" 86.559
"3832" 70.35356 0 NA "Eaton Center" "NH" 247 110 "33.20%" 70.283
"97019" 70.35295 0 4440 "Corbett" "OR" 1963 788 "22.87%" 88.021
"18932" 70.35233 0 NA "Line Lexington" "PA" 308 119 "24.03%" 86.0152
"98406" 70.34806 0 4441 "Tacoma" "WA" 15262 5523 "30.68%" 74.541
"99124" 70.34385 0 NA "Elmer City" "WA" 99 32 "27.27%" 80.417
"22407" 70.33684 0 4442 "Fredericksburg" "VA" 25403 11049 "24.79%" 84.6854
"91607" 70.32423 0 4443 "Valley Village" "CA" 20531 6389 "35.56%" 66.135
"55128" 70.31384 0 4444 "Saint Paul" "MN" 17342 7304 "23.73%" 86.5029
"62079" 70.30905 0 NA "Piasa" "IL" 116 46 "23.28%" 87.282
"24014" 70.30462 0 4445 "Roanoke" "VA" 16007 6235 "34.00%" 68.7915
"85338" 70.29731 0 4446 "Goodyear" "AZ" 10640 4719 "27.31%" 80.3206
"84102" 70.29147 0 4447 "Salt Lake City" "UT" 10658 3306 "44.84%" 50.1059
"4429" 70.28772 0 4448 "Holden" "ME" 2994 1212 "28.86%" 77.6387
"92019" 70.27974 0 4449 "El Cajon" "CA" 26067 11154 "25.20%" 83.9374
"3894" 70.27135 0 4450 "Wolfeboro" "NH" 4513 1739 "34.15%" 68.5064
"1360" 70.26956 0 4451 "Northfield" "MA" 1992 827 "30.77%" 74.292
"23192" 70.26794 0 4452 "Montpelier" "VA" 3906 1707 "24.68%" 84.79
"75074" 70.26051 0 4453 "Plano" "TX" 23180 9580 "27.95%" 79.1594
"8734" 70.25285 0 4454 "Lanoka Harbor" "NJ" 4718 2024 "21.62%" 90.0622
"84653" 70.25082 0 4455 "Salem" "UT" 2682 1264 "27.74%" 79.5099
"20024" 70.24761 0 4456 "Washington" "DC" 8994 2285 "49.17%" 42.5728
"6902" 70.23395 0 4457 "Stamford" "CT" 40820 14315 "29.55%" 76.3612
"3745" 70.22242 0 4458 "Cornish" "NH" 1160 465 "28.28%" 78.5579
"66542" 70.22159 0 4459 "Tecumseh" "KS" 1869 876 "24.77%" 84.5768
"3221" 70.22074 0 4460 "Bradford" "NH" 1235 509 "30.61%" 74.4246
"6469" 70.21982 0 4461 "Moodus" "CT" 2108 784 "24.76%" 84.477
"11558" 70.21754 0 4462 "Island Park" "NY" 6192 2277 "19.48%" 93.5823
"11703" 70.21273 0 4463 "North Babylon" "NY" 11314 4333 "21.38%" 90.293
"32817" 70.20509 0 4464 "Orlando" "FL" 16527 6811 "33.16%" 69.9762
"21718" 70.20052 0 NA "Burkittsville" "MD" 120 51 "32.50%" 71.1007
"43614" 70.19461 0 4465 "Toledo" "OH" 21443 7992 "30.60%" 74.3789
"75503" 70.18475 0 4466 "Texarkana" "TX" 14449 5978 "31.48%" 72.8516
"48005" 70.17988 0 4467 "Armada" "MI" 3318 1416 "15.22%" 100.855
"22620" 70.17848 0 4468 "Boyce" "VA" 1763 684 "26.32%" 81.72
"29680" 70.17445 0 4469 "Simpsonville" "SC" 12979 5465 "28.31%" 78.2833
"58278" 70.17056 0 4470 "Thompson" "ND" 1189 548 "30.70%" 74.1657
"72329" 70.17021 0 NA "Driver" "AR" 45 20 "15.56%" 100.241
"45218" 70.16941 0 4471 "Cincinnati" "OH" 2866 1186 "31.68%" 72.434
"93962" 70.16854 0 NA "Spreckels" "CA" 291 135 "30.24%" 74.915
"97331" 70.16846 0 NA "Corvallis" "OR" 34 3 "50%" 40.862
"7204" 70.16595 0 4472 "Roselle Park" "NJ" 9070 3476 "25.60%" 82.9057
"65109" 70.15677 0 4473 "Jefferson City" "MO" 24390 9671 "32.51%" 71
"93546" 70.1486 0 4474 "Mammoth Lakes" "CA" 5392 1867 "33.05%" 70.069
"80840" 70.14657 0 4475 "USAF Academy" "CO" 2012 1125 "40.85%" 56.572
"98250" 70.14462 0 4476 "Friday Harbor" "WA" 5113 1922 "36.20%" 64.5875
"29732" 70.13609 0 4477 "Rock Hill" "SC" 25951 10825 "29.29%" 76.4815
"30250" 70.12895 0 NA "Lovejoy" "GA" 51 16 "19.61%" 93.166
"2141" 70.12657 0 4478 "Cambridge" "MA" 8628 2552 "38.58%" 60.4529
"21793" 70.12255 0 4479 "Walkersville" "MD" 6007 2684 "24.09%" 85.398
"98249" 70.12013 0 4480 "Freeland" "WA" 2795 1130 "32.67%" 70.61
"3857" 70.11795 0 4481 "Newmarket" "NH" 5150 1955 "32.85%" 70.283
"19475" 70.11476 0 4482 "Spring City" "PA" 6466 2570 "25.84%" 82.3657
"66044" 70.10945 0 4483 "Lawrence" "KS" 12876 4543 "43.25%" 52.35
"83703" 70.10139 0 4484 "Boise" "ID" 16512 6914 "32.93%" 70.127
"3055" 70.09438 0 4485 "Milford" "NH" 9035 3673 "26.81%" 80.671
"60410" 70.09062 0 4486 "Channahon" "IL" 4640 2125 "18.15%" 95.5803
"99004" 70.08731 0 4487 "Cheney" "WA" 7383 3202 "37.76%" 61.7762
"48327" 70.08131 0 4488 "Waterford" "MI" 14508 5444 "24.37%" 84.8449
"27604" 70.07134 0 4489 "Raleigh" "NC" 21806 8289 "32.90%" 70.1331
"19014" 70.06153 0 4490 "Aston" "PA" 13930 5646 "23.73%" 85.9197
"7001" 70.05495 0 4491 "Avenel" "NJ" 10036 3408 "27.01%" 80.263
"8884" 70.05064 0 4492 "Spotswood" "NJ" 5650 2193 "18.14%" 95.5358
"6763" 70.04869 0 4493 "Morris" "CT" 1479 586 "25.35%" 83.0809
"2771" 70.04576 0 4494 "Seekonk" "MA" 9213 3879 "26.25%" 81.5432
"60480" 70.04233 0 4495 "Willow Springs" "IL" 3284 1312 "22.75%" 87.5359
"75006" 70.03333 0 4496 "Carrollton" "TX" 29496 11780 "29.47%" 75.944
"44138" 70.0218 0 4497 "Olmsted Falls" "OH" 12497 4915 "27.14%" 79.9505
"21132" 70.01791 0 4498 "Pylesville" "MD" 1653 721 "26.32%" 81.3693
"73078" 70.01662 0 4499 "Piedmont" "OK" 3092 1466 "30.69%" 73.8166
"78148" 70.0125 0 4500 "Universal City" "TX" 11894 5171 "30.91%" 73.4086
"7660" 70.00677 0 4501 "Ridgefield Park" "NJ" 9024 3209 "26.13%" 81.6125
"49315" 70.00195 0 4502 "Byron Center" "MI" 8515 3729 "23.56%" 86.04
"56425" 69.99864 0 4503 "Baxter" "MN" 3534 1633 "31.01%" 73.1929
"61884" 69.99747 0 4504 "White Heath" "IL" 727 331 "28.06%" 78.2677
"12184" 69.9959 0 4505 "Valatie" "NY" 5024 1976 "27.35%" 79.4903
"54234" 69.99415 0 4506 "Sister Bay" "WI" 1372 461 "34.33%" 67.4551
"11367" 69.9868 0 4507 "Flushing" "NY" 25388 10076 "34.36%" 67.374
"2368" 69.97384 0 4508 "Randolph" "MA" 21817 8087 "26.42%" 81.0607
"49428" 69.96367 0 4509 "Jenison" "MI" 15247 6822 "25.58%" 82.499
"48433" 69.95478 0 4510 "Flushing" "MI" 17142 7370 "24.33%" 84.637
"7461" 69.9469 0 4511 "Sussex" "NJ" 11570 4951 "21.65%" 89.2463
"1226" 69.94227 0 4512 "Dalton" "MA" 5320 2114 "28.05%" 78.2271
"72404" 69.93798 0 4513 "Jonesboro" "AR" 10281 4691 "32.46%" 70.6077
"73488" 69.93515 0 NA "Tussy" "OK" 29 13 "27.59%" 79.0012
"12481" 69.93491 0 4514 "Shokan" "NY" 850 330 "29.65%" 75.4485
"20601" 69.9308 0 4515 "Waldorf" "MD" 14116 6061 "20.47%" 91.2508
"13210" 69.92401 0 4516 "Syracuse" "NY" 10605 3480 "48.55%" 42.8356
"33196" 69.91534 0 4517 "Miami" "FL" 21015 8935 "30.73%" 73.552
"96142" 69.90929 0 4518 "Tahoma" "CA" 1004 344 "35.36%" 65.5395
"44281" 69.90414 0 4519 "Wadsworth" "OH" 17751 7511 "26.83%" 80.229
"1253" 69.89914 0 NA "Otis" "MA" 467 182 "26.12%" 81.4281
"92880" 69.89632 0 4520 "Corona" "CA" 9818 4219 "22.36%" 87.9177
"22134" 69.89278 0 4521 "Quantico" "VA" 3056 1463 "42.80%" 52.6792
"54650" 69.88837 0 4522 "Onalaska" "WI" 13022 5542 "30.03%" 74.6796
"36532" 69.8805 0 4523 "Fairhope" "AL" 15634 6406 "31.90%" 71.4394
"91351" 69.86638 0 4524 "Canyon Country" "CA" 35828 15015 "23.47%" 85.9616
"1970" 69.84881 0 4525 "Salem" "MA" 28169 9750 "31.14%" 72.7483
"99026" 69.83979 0 4526 "Nine Mile Falls" "WA" 4721 2161 "30.23%" 74.308
"18923" 69.83842 0 NA "Fountainville" "PA" 248 99 "25.81%" 81.9067
"24059" 69.8382 0 4527 "Bent Mountain" "VA" 569 248 "29.70%" 75.18
"30102" 69.83241 0 4528 "Acworth" "GA" 20550 8848 "24.92%" 83.41
"61088" 69.8259 0 4529 "Winnebago" "IL" 3127 1422 "20.18%" 91.5712
"95062" 69.81816 0 4530 "Santa Cruz" "CA" 25067 7974 "33.86%" 67.9886
"3848" 69.81019 0 4531 "Kingston" "NH" 3979 1653 "22.84%" 86.9671
"2779" 69.80808 0 4532 "Berkley" "MA" 3700 1572 "20.78%" 90.5146
"21619" 69.80602 0 4533 "Chester" "MD" 3814 1576 "25.41%" 82.5422
"92056" 69.79533 0 4534 "Oceanside" "CA" 35152 14169 "27.38%" 79.126
"86004" 69.77994 0 4535 "Flagstaff" "AZ" 20914 8973 "33.78%" 68.1024
"16113" 69.7741 0 NA "Clark" "PA" 356 161 "29.78%" 75.0052
"2652" 69.77372 0 4536 "North Truro" "MA" 1041 331 "36.02%" 64.2358
"81645" 69.77327 0 4537 "Minturn" "CO" 599 217 "33.06%" 69.3498
"2333" 69.77078 0 4538 "East Bridgewater" "MA" 8451 3439 "22.22%" 88.0106
"7826" 69.76737 0 4539 "Branchville" "NJ" 3977 1564 "24.84%" 83.485
"1010" 69.76566 0 4540 "Brimfield" "MA" 2252 887 "27.80%" 78.3814
"60074" 69.76102 0 4541 "Palatine" "IL" 14644 5335 "32.05%" 71.0562
"97125" 69.75699 0 NA "Manning" "OR" 56 20 "21.43%" 89.3522
"37013" 69.74773 0 4542 "Antioch" "TN" 33691 12996 "31.30%" 72.3442
"80467" 69.73814 0 4543 "Oak Creek" "CO" 1264 485 "32.83%" 69.6885
